Specimen Code,Common Name,Latin Name,City,Province,Country,Latitude,Longitude,Matrix PCR Result,Matrix PCR Sample Type,Matrix PCR Lab,Matrix PCR Result Date,H5 PCR Result,H5 PCR Sample Type,H5 PCR Lab,H5 PCR Result Date,H7 PCR Result,H7 PCR Sample Source,H7 Testing Lab,H7 PCR Result Date
CWHC.136642.1,Rock Pigeon,Columba livia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136423.1,American Robin,Turdus migratorius,Sherwood Park,Alberta,Canada,53.5412,-113.2957,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.135994.1,Rock Pigeon,Columba livia,Charlottetown,Prince Edward Island,Canada,46.24223,-63.12162,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.136262.1,Canada Goose,Branta canadensis,Toronto,Ontario,Canada,43.753519,-79.531676,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-31,,,,,,,,
CWHC.135730.1,Red-Tailed Hawk,Buteo jamaicensis,Saskatoon,Saskatchewan,Canada,52.052879,-106.741768,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.135728.1,California Gull,Larus californicus,Saskatoon,Saskatchewan,Canada,52.1292985,-106.7145746,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.136629.1,Black-billed Magpie,Pica hudsonia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136296.9,Mallard,Anas platyrhynchos,Peterborough,Ontario,Canada,44.331715,-78.331127,,,,,,,,,,,,
CWHC.136193.1,American Crow,Corvus brachyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.136628.1,Black-billed Magpie,Pica hudsonia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.138162.1,Eared Grebe,Podiceps nigricollis,Hardisty,Alberta,Canada,52.675,-111.3037,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.137426.1,Mute Swan,Cygnus olor,Mooretown,Ontario,Canada,42.8526,-82.461955,Positive ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-27,Positive,Combination Sample,Animal Health Lab - University of Guelph,2017-12-06,Negative,Combination Sample,Animal Health Lab - University of Guelph,2017-12-06
CWHC.136956.1,Canada Goose,Branta canadensis,Saint-Eustache,Québec,Canada,45.56527778,-73.87638889,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-11-14,,,,,,,,
CWHC.136065.1,Blue-Winged Teal,Anas discors,,Saskatchewan,Canada,51.701373,-106.51696,Suspicious ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,Negative,,Prairie Diagnostic Services,2017-09-07,Negative,,Prairie Diagnostic Services,2017-09-07
CWHC.136010.2,Blue Jay,Cyanocitta cristata,Metcalfe,Ontario,Canada,45.2107469,-75.432286,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-09-11,,,,,,,,
CWHC.136310.1,Common Eider,Somateria mollissima,Sainte-Anne-de-Bellevue,Québec,Canada,45.40305556,-73.95027778,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-09-19,,,,,,,,
CCWHC.000042383,American Black Duck,Anas rubripes,,,,47.5007833,-52.79,Negative ,Cloacal Sample ,Animal Health Lab - University of Guelph ,2008-11-10,,,,,,,,
CWHC.136091.1,American Coot,Fulica americana,,Saskatchewan,Canada,51.70114,-106.514567,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CWHC.136600.1,Red-Tailed Hawk,Buteo jamaicensis,Digby,Nova Scotia,Canada,44.5973,-65.9492,Negative ,Oropharynx Swab ,AVC - Diagnostic Virology Laboratory ,2017-10-31,,,,,,,,
CWHC.136438.1,Ring-Billed Gull,Larus delawarensis,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.135702.1,American Crow,Corvus brachyrhynchos,Saskatoon,Saskatchewan,Canada,52.1332144,-106.6700458,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.139060.1,Bald Eagle,Haliaeetus leucocephalus,Boylston,Nova Scotia,Canada,45.49552,-61.53125,Pending ,Combination Sample ,AVC - Diagnostic Virology Laboratory,,,,,,,,,
CWHC.136140.1,Canada Goose,Branta canadensis,Cambridge Bay,Nunavut,Canada,69.0636,-105.2424,,,,,,,,,,,,
CWHC.136746.1,Green-Winged Teal,Anas carolinensis,Jolicure,New Brunswick,Canada,45.935,-64.2572,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-11,,,,,,,,
CWHC.135636.2,Ring-Billed Gull,Larus delawarensis,Sorel,Québec,Canada,46.04833333,-73.11277778,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-09,,,,,,,,
CWHC.135642.1,Great Horned Owl,Bubo virginianus,Zeelandia,Saskatchewan,Canada,51.6161169,-107.7451432,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.135868.1,Merlin,Falco columbarius,Melfort,Saskatchewan,Canada,52.8608387,-104.6142973,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-17,,,,,,,,
CWHC.136016.1,Herring Gull,Larus argentatus,Mississauga,Ontario,Canada,43.589412,-79.601428,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-23,,,,,,,,
CWHC.136460.1,Lesser Scaup,Aythya affinis,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.138632.2,Canada Goose,Branta canadensis,Ottawa,Ontario,Canada,45.394118,-75.703624,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2018-01-18,,,,,,,,
CWHC.138577.1,Canada Goose,Branta canadensis,Ottawa,Ontario,Canada,45.393302,-75.701534,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2018-01-16,,,,,,,,
CWHC.136638.1,Northern Flicker,Colaptes auratus,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136182.1,California Gull,Larus californicus,Morinville,Alberta,Canada,53.7925,-113.6463,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.135726.1,Merlin,Falco columbarius,Laval,Québec,Canada,45.58722222,-73.66888889,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-10,,,,,,,,
CWHC.139061.1,Bald Eagle,Haliaeetus leucocephalus,Guysborough,Nova Scotia,Canada,45.39061,-61.49896,Pending ,Combination Sample ,AVC - Diagnostic Virology Laboratory,,,,,,,,,
CWHC.136429.1,Cedar Waxwing,Bombycilla cedrorum,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CCWHC.000042384,American Black Duck,Anas rubripes,,,,47.5007833,-52.79,Negative ,Cloacal Sample ,Animal Health Lab - University of Guelph ,2008-11-10,,,,,,,,
CWHC.136170.1,Blue Jay,Cyanocitta cristata,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.136459.1,American Crow,Corvus brachyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CCWHC.000042382,American Black Duck,Anas rubripes,,,,47.5007833,-52.79,Negative ,Cloacal Sample ,Animal Health Lab - University of Guelph ,2008-11-10,,,,,,,,
CWHC.136440.1,Ring-Billed Gull,Larus delawarensis,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.136333.1,Double-Crested Cormorant,Phalacrocorax auritus,Val-Comeau,Nouveau-Brunswick,Canada,47.46415,-64.88524,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.136079.1,American Coot,Fulica americana,,Saskatchewan,Canada,51.70114,-106.514567,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CWHC.136452.1,American Crow,Corvus brachyrhynchos,Morinville,Alberta,Canada,53.7925,-113.6463,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.137681.1,Red-Tailed Hawk,Buteo jamaicensis,Kensington,Prince Edward Island,Canada,46.42871,-63.62065,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-10,,,,,,,,
CWHC.136779.1,Wild Turkey,Meleagris gallopavo,Sainte-Sophie,Québec,Canada,45.815038,-73.928159,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-10-25,,,,,,,,
CWHC.136670.1,Canada Goose,Branta canadensis,Saint-Côme,Québec,Canada,46.4582,-74.04948,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-10-17,,,,,,,,
CWHC.135970.1,Sharp-Shinned Hawk,Accipiter striatus,Saskatoon,Saskatchewan,Canada,52.1332144,-106.6700458,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-11-09,,,,,,,,
CWHC.135725.1,Ring-Billed Gull,Larus delawarensis,Saskatoon,Saskatchewan,Canada,52.1332144,-106.6700458,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.135673.1,Great Blue Heron,Ardea herodias,Québec,Québec,Canada,46.88527778,-71.18111111,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-10,,,,,,,,
CWHC.137815.1,Wild Turkey,Meleagris gallopavo,Jarvis,Ontario,Canada,42.920648,-80.123069,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-12-08,,,,,,,,
CWHC.136336.1,Rock Pigeon,Columba livia,Charlottetown,Prince Edward Island,Canada,46.22738,-63.14019,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.136516.1,Canada Goose,Branta canadensis,Lambton,Québec,Canada,45.89861111,-71.10388889,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-10-05,,,,,,,,
CWHC.138167.1,Mallard,Anas platyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.138173.1,Canada Goose,Branta canadensis,Leduc,Alberta,Canada,53.258,-113.5502,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136624.1,American Crow,Corvus brachyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.138581.1,Mallard,Anas platyrhynchos,Bellevue,Alberta,Canada,49.5829,-114.3643,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2018-01-17,,,,,,,,
CWHC.138206.1,Northern Gannet,Morus bassanus,Baie Verte,New Brunswick,Canada,46.02725,-64.10045,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-10,,,,,,,,
CWHC.138176.1,Rock Pigeon,Columba livia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136791.1,Bald Eagle,Haliaeetus leucocephalus,Edmundston,New Brunswick,Canada,47.49721,-68.19346,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-10,,,,,,,,
CWHC.138581.3,Mallard,Anas platyrhynchos,Bellevue,Alberta,Canada,49.5829,-114.3643,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2018-01-17,,,,,,,,
CWHC.136998.2,Long-Tailed Duck,Clangula hyemalis,Toronto,Ontario,Canada,43.662648,-79.3100073,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-14,,,,,,,,
CWHC.136740.1,Trumpeter Swan,Cygnus buccinator,Cambridge,Ontario,Canada,43.3401,-80.278,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-14,,,,,,,,
CWHC.136425.1,American Robin,Turdus migratorius,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.137325.1,Double-Crested Cormorant,Phalacrocorax auritus,Montréal,Québec,Canada,45.498818,-73.5974,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-11-28,,,,,,,,
CWHC.138164.1,Mallard,Anas platyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136092.1,American Coot,Fulica americana,,Saskatchewan,Canada,51.701373,-106.51696,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CWHC.135754.1,Great Black-Backed Gull,Larus marinus,Covehead,Prince Edward Island,Canada,46.42923,-63.14393,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.135935.1,Sharp-Shinned Hawk,Accipiter striatus,Langham,Saskatchewan,Canada,52.3589781,-106.9583581,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-31,,,,,,,,
CWHC.136747.1,American Wigeon,Anas americana,Sackville,New Brunswick,Canada,45.9086,-64.3006,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-11,,,,,,,,
CWHC.136619.1,American Crow,Corvus brachyrhynchos,Red Deer,Alberta,Canada,52.2681,-113.8112,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-03,,,,,,,,
CWHC.138159.1,Common Raven,Corvus corax,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136729.1,Rock Pigeon,Columba livia,Charlottetown,Prince Edward Island,Canada,46.2366544,-63.1281866,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-10-31,,,,,,,,
CWHC.135708.1,Common Raven,Corvus corax,Fairview,Prince Edward Island,Canada,46.1765023,-63.2160496,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.135636.7,Ring-Billed Gull,Larus delawarensis,Sorel,Québec,Canada,46.04833333,-73.11277778,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-09,,,,,,,,
CWHC.136087.1,Blue-Winged Teal,Anas discors,,Saskatchewan,Canada,51.701373,-106.51696,Positive ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,Negative,,Prairie Diagnostic Services,2017-09-07,Negative,,Prairie Diagnostic Services,2017-09-07
CWHC.137985.1,Great Horned Owl,Bubo virginianus,Ingersoll,Ontario,Canada,43.0117444,-80.8347036,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-12-19,,,,,,,,
CWHC.138179.1,Great Horned Owl,Bubo virginianus,Wildwood,Alberta,Canada,53.61,-115.2355,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.135774.1,Double-Crested Cormorant,Phalacrocorax auritus,Sauble Beach,Ontario,Canada,44.618752,-81.267132,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-16,,,,,,,,
CWHC.136424.1,American Robin,Turdus migratorius,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.136412.2,Mallard,Anas platyrhynchos,Hudson,Québec,Canada,45.468429,-74.160436,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-10-05,,,,,,,,
CWHC.136078.1,Blue-Winged Teal,Anas discors,,Saskatchewan,Canada,51.701373,-106.51696,Suspicious ,Combination Sample ,Prairie Diagnostic Services ,2017-10-11,Negative,,Prairie Diagnostic Services,2017-09-07,Negative,,Prairie Diagnostic Services,2017-09-07
CWHC.136441.1,California Gull,Larus californicus,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.135628.1,American Crow,Corvus brachyrhynchos,Charlottetown,Prince Edward Island,Canada,46.2332521,-63.141263,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-08-11,,,,,,,,
CWHC.138824.1,Bald Eagle,Haliaeetus leucocephalus,"Pictou, Subd. C",Nova Scotia,Canada,45.54445,-62.36096,Pending ,Combination Sample ,AVC - Diagnostic Virology Laboratory,,,,,,,,,
CWHC.136173.1,Rock Pigeon,Columba livia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.136622.1,Ring-Billed Gull,Larus delawarensis,Red Deer,Alberta,Canada,52.2681,-113.8112,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-03,,,,,,,,
CWHC.136998.5,Long-Tailed Duck,Clangula hyemalis,Toronto,Ontario,Canada,43.662648,-79.3100073,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-14,,,,,,,,
CWHC.136190.1,Common Raven,Corvus corax,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.135875.1,American Crow,Corvus brachyrhynchos,Regina,Saskatchewan,Canada,50.4867883,-104.6695119,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-31,,,,,,,,
CWHC.138150.1,Blue Jay,Cyanocitta cristata,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.138143.1,House Sparrow,Passer domesticus,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136499.1,Red-Tailed Hawk,Buteo jamaicensis,St. Catharines,Ontario,Canada,43.1748,-79.285,,,,,,,,,,,,
CWHC.138147.1,Northern Shrike,Lanius excubitor,Gibbons,Alberta,Canada,53.8258,-113.3266,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CCWHC.000042378,American Black Duck,Anas rubripes,,,,47.5007833,-52.79,Negative ,Cloacal Sample ,Animal Health Lab - University of Guelph ,2008-11-10,,,,,,,,
CWHC.136399.1,American Crow,Corvus brachyrhynchos,Charlottetown,Prince Edward Island,Canada,46.22736,-63.14015,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-10-31,,,,,,,,
CWHC.137794.1,Bald Eagle,Haliaeetus leucocephalus,Tignish,Prince Edward Island,Canada,47.05266,-63.99291,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-10,,,,,,,,
CWHC.138171.1,Red-Necked Grebe,Podiceps grisegena,Provost,Alberta,Canada,52.356,-110.2608,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136014.1,Double-Crested Cormorant,Phalacrocorax auritus,Hamilton,Ontario,Canada,43.293795,-79.79325,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-23,,,,,,,,
CWHC.138166.1,Mallard,Anas platyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.135636.3,Ring-Billed Gull,Larus delawarensis,Sorel,Québec,Canada,46.04833333,-73.11277778,Suspicious ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-09,Negative,Combination Sample,Laboratoire d'épidémiosurveillance animale du Québec,2017-08-09,Negative,Combination Sample,Laboratoire d'épidémiosurveillance animale du Québec,2017-08-09
CWHC.138583.1,European Starling,Sturnus vulgaris,Charlottetown,Prince Edward Island,Canada,46.253322,-63.160938,,,,,,,,,,,,
CWHC.138161.1,Ring-Billed Gull,Larus delawarensis,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136636.1,Cedar Waxwing,Bombycilla cedrorum,Stony Plain,Alberta,Canada,53.5279,-114.0019,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136652.1,Redhead,Aythya americana,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136069.1,Mallard,Anas platyrhynchos,,Saskatchewan,Canada,51.701373,-106.51696,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CWHC.136601.1,Rock Pigeon,Columba livia,Charlottetown,Prince Edward Island,Canada,46.23132,-63.12696,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-10-31,,,,,,,,
CWHC.137967.1,Tundra Swan,Cygnus columbianus,Pain Court,Ontario,Canada,42.366334,-82.405108,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-12-18,,,,,,,,
CWHC.136360.1,Common Loon,Gavia immer,Cambridge,Nova Scotia,Canada,45.06866048,-64.64375246,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-10-31,,,,,,,,
CWHC.135953.1,California Gull,Larus californicus,Saskatoon,Saskatchewan,Canada,52.1332144,-106.6700458,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-31,,,,,,,,
CWHC.136654.1,Sandhill Crane,Grus canadensis,Fort McMurray,Alberta,Canada,56.7264,-111.3803,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136235.1,Rock Pigeon,Columba livia,Charlottetown,Prince Edward Island,Canada,46.23701,-63.12817,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.138141.1,Double-Crested Cormorant,Phalacrocorax auritus,Toronto,Ontario,Canada,43.7202412,-79.2411456,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-27,,,,,,,,
CWHC.136094.1,Green-Winged Teal,Anas carolinensis,,Saskatchewan,Canada,51.701373,-106.51696,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CWHC.136085.1,Blue-Winged Teal,Anas discors,,Saskatchewan,Canada,51.701373,-106.51696,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-10-11,Negative,,Prairie Diagnostic Services,2017-09-07,Negative,,Prairie Diagnostic Services,2017-09-07
CWHC.136357.1,Double-Crested Cormorant,Phalacrocorax auritus,Bowmanville,Ontario,Canada,43.8695662,-78.7242711,Unknown ,,,2018-01-10,,,,,,,,
CWHC.136620.1,American Crow,Corvus brachyrhynchos,Red Deer,Alberta,Canada,52.2681,-113.8112,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-03,,,,,,,,
CWHC.138632.3,Canada Goose,Branta canadensis,Ottawa,Ontario,Canada,45.394118,-75.703624,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2018-01-18,,,,,,,,
CWHC.135867.1,American Crow,Corvus brachyrhynchos,Saskatoon,Saskatchewan,Canada,52.09231,-106.590778,Negative ,,Prairie Diagnostic Services ,2017-08-17,,,,,,,,
CWHC.135636.4,Ring-Billed Gull,Larus delawarensis,Sorel,Québec,Canada,46.04833333,-73.11277778,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-09,,,,,,,,
CWHC.136335.1,Great Horned Owl,Bubo virginianus,Coleman,Prince Edward Island,Canada,46.63626,-64.17091,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.135873.1,Ring-Billed Gull,Larus delawarensis,Clavet,Saskatchewan,Canada,52.11567,-106.350301,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.136454.1,American Crow,Corvus brachyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.137680.8,Lesser Scaup,Aythya affinis,Ottawa,Ontario,Canada,45.393302,-75.701534,Positive ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-23,Positive,Combination Sample,Animal Health Lab - University of Guelph,2017-11-24,Negative,Combination Sample,Animal Health Lab - University of Guelph,2017-11-27
CWHC.136451.1,Black-billed Magpie,Pica hudsonia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.136998.3,Long-Tailed Duck,Clangula hyemalis,Toronto,Ontario,Canada,43.662648,-79.3100073,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-14,,,,,,,,
CWHC.136715.1,Great Blue Heron,Ardea herodias,Sainte-Julienne,Québec,Canada,45.97055556,-73.71666667,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-10-19,,,,,,,,
CWHC.136617.1,Double-Crested Cormorant,Phalacrocorax auritus,Winter River,Prince Edward Island,Canada,46.34464,-63.06632,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-10-31,,,,,,,,
CWHC.136020.1,Ring-Billed Gull,Larus delawarensis,Scarborough,Ontario,Canada,43.717877,-79.271235,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-23,,,,,,,,
CWHC.136735.1,Wild Turkey,Meleagris gallopavo,Indian River Reserve,Ontario,Canada,44.3457,-78.07,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-10-30,,,,,,,,
CWHC.136543.1,Trumpeter Swan,Cygnus buccinator,Aurora,Ontario,Canada,0,0,Negative ,Combination Sample ,Animal Health Lab - University of Guelph,,,,,,,,,
CWHC.136295.1,Ring-Billed Gull,Larus delawarensis,Hamilton,Ontario,Canada,43.274291,-79.864017,Positive ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-09-06,Negative,Combination Sample,Animal Health Lab - University of Guelph,2017-09-06,Negative,Combination Sample,Animal Health Lab - University of Guelph,2017-09-06
CWHC.136053.1,American Crow,Corvus brachyrhynchos,Strathroy,Ontario,Canada,42.9754343,-81.6320135,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-24,,,,,,,,
CWHC.135952.1,California Gull,Larus californicus,Saskatoon,Saskatchewan,Canada,52.1092921,-106.5650368,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-31,,,,,,,,
